AccountID,Territory,Country,CustomerTenure,PhoneModel,RepeatCustomer,Promotion,CurrentPeriodUsage,PriorPeriodUsage,BaseFee,AdditionalFeatureSpend,NumberOfPenalties,CustomerServiceRating,CustomerServiceCalls,DaysSinceCSContact,PlanType,Cancelled
mv95657,MT,USA,69,iPhone,no,no,197.4,305,45,26,1,9.5,9,120,Red Plan,
mw15705,MT,USA,121,,no,yes,154.4,244.7,25.69,21,2,13.8,2,88,Red Plan,
mw35577,PA,USA,88,iPhone,no,yes,165.7,109.9,29.02,9,3,8.7,1,113,Purple Plan,
mw49923,UT,USA,94,,no,yes,244,224.1,39.2,19,0,11.1,2,103,Green Plan,
mw65269,OK,USA,115,,no,no,269.5,146,44.27,12,5,11.5,4,46,Purple Plan,
mw74736,OR,USA,103,,no,no,234.2,279.3,39.85,24,1,2,2,109,Red Plan,
mw82611,WI,USA,61,Galaxy,no,yes,151.1,196.7,37.15,17,2,9.9,4,74,Green Plan,
mw86950,LA,USA,97,,no,no,233.4,177.8,31.86,15,1,12.2,6,89,Blue Plan,
mw95933,WY,USA,101,,no,yes,171,273.2,28.37,23,1,11.5,1,84,Green Plan,
mx19583,NV,USA,91,Galaxy,yes,no,282.5,163.1,39.8,14,1,10,3,105,Purple Plan,
mx20507,ME,USA,133,,no,no,214.4,248.1,20.06,21,1,5.3,5,99,Purple Plan,
mx37331,KS,USA,78,iPhone,no,no,213.6,205.5,28.14,17,0,12.2,6,89,Blue Plan,
mx53146,MA,USA,99,,no,no,164.9,267.8,33.25,23,0,16,2,120,Purple Plan,
mx55660,NV,USA,75,Galaxy,no,no,280.5,195.3,22.73,17,0,5.9,2,87,Green Plan,
mx84956,IN,USA,101,,no,no,195.6,238.1,23.02,20,1,10.6,2,124,Purple Plan,
mx87676,VT,USA,135,,yes,no,222.7,219.1,34.75,19,3,10.5,6,90,Purple Plan,
my18576,ND,USA,97,,no,no,205.7,141.1,37.33,12,2,10.8,4,144,Purple Plan,
my29762,KY,USA,96,,no,no,105.4,193.4,36.65,16,1,13.5,3,127,Purple Plan,
my30409,CO,USA,86,iPhone,no,no,298.2,194.8,33.88,17,4,14.3,2,102,Purple Plan,
my74820,IN,USA,122,,no,no,185.7,181.5,40.41,15,1,7.7,4,91,Red Plan,
my76551,ND,USA,116,,no,no,240.7,286.7,41.79,24,1,9,13,91,Purple Plan,
my83675,CO,USA,85,iPhone,no,no,112.2,180.5,22.75,15,0,8.9,4,94,Green Plan,
mz10016,NE,USA,92,,no,no,200.1,227.3,35.73,19,1,13.1,7,77,Purple Plan,
mz15463,AL,USA,113,,yes,yes,108.1,215.8,45.2,18,0,14,12,94,Red Plan,
mz30700,WV,USA,88,Galaxy,no,no,117.9,204,12.33,17,1,6.6,3,112,Green Plan,
mz81801,OR,USA,73,iPhone,no,yes,199,246.4,24.91,21,1,4.1,4,65,Purple Plan,
na11092,IA,USA,100,,no,yes,158.1,144.1,20.13,12,1,8.5,6,108,Green Plan,
na42313,NM,USA,96,,no,no,162.6,229,35.29,19,1,13.3,2,112,Blue Plan,
na80726,MO,USA,117,,no,no,178.6,256.7,31.21,22,1,10.2,2,72,Purple Plan,
na94568,ID,USA,130,,no,yes,243,242.8,30.28,21,0,13,4,103,Green Plan,
nb17952,ID,USA,71,Galaxy,no,yes,196.3,189.8,32.96,16,0,12.6,7,81,Green Plan,
nb21557,PA,USA,70,iPhone,no,no,142.6,263.7,38.79,22,3,10.7,5,80,Purple Plan,
nb22022,SD,USA,82,Galaxy,yes,no,139.4,188.8,34.73,16,1,9.2,7,115,Purple Plan,
nb42532,CT,USA,118,,yes,no,263.8,160.7,31.84,14,0,9.6,2,111,Red Plan,
nb46938,TN,USA,83,iPhone,no,yes,259.8,171.8,27.56,15,4,9.6,3,117,Red Plan,
nb52880,ID,USA,113,,no,no,192,242.3,33.52,21,2,11,5,116,Purple Plan,
nb58675,VT,USA,86,Galaxy,no,no,167,286.3,23.43,24,2,14.1,3,76,Purple Plan,
nc11528,CT,USA,126,,no,no,198.4,117.6,21.88,10,0,10.8,5,94,Green Plan,
nc20246,VA,USA,79,iPhone,no,no,270.4,236.8,29.67,20,0,8.5,5,136,Purple Plan,
nc21518,FL,USA,108,,no,no,206.6,198.6,30.91,17,2,9.3,3,148,Purple Plan,
nc45858,SC,USA,92,,no,no,227,186.8,23.89,16,2,9.5,5,96,Green Plan,
nc59323,WI,USA,97,,yes,yes,145.2,166.9,21.57,14,5,8.8,3,102,Blue Plan,
nc60533,ID,USA,100,,no,no,291.8,195.7,34.36,17,2,13.3,5,102,Purple Plan,
nc60968,HI,USA,44,Galaxy,no,no,231.9,161.4,32.45,14,1,8.4,2,109,Blue Plan,
nd16104,IA,USA,102,,no,no,191.4,210.8,23.31,18,1,11.1,4,114,Blue Plan,
nd19438,ND,USA,94,,no,no,269,225.9,38.18,19,2,12.5,8,120,Purple Plan,
nd29323,VA,USA,111,,no,no,227,153.7,36.72,13,1,12.7,4,115,Blue Plan,
nd54706,WV,USA,69,Galaxy,no,yes,209.5,197.5,40.22,17,2,9.5,10,68,Purple Plan,
ne76055,MN,USA,55,iPhone,yes,no,281.9,179.1,29.02,15,3,8.2,9,108,Purple Plan,
ne89665,MN,USA,110,,no,yes,231.2,209.3,28.03,18,1,6.7,9,105,Green Plan,
ne92890,OR,USA,77,iPhone,no,no,210.5,257.5,14.43,22,2,7.5,5,109,Green Plan,
ne99323,SC,USA,113,,no,no,73.2,236.2,21.05,20,0,3.7,2,77,Purple Plan,
nf22379,GA,USA,118,,yes,no,153.2,259.6,48.86,22,1,10,3,84,Purple Plan,
nf22382,DE,USA,118,,no,no,191,192.1,56.83,16,0,10.4,6,104,Red Plan,
nf38385,VT,USA,92,,no,no,196.9,220.9,23.15,19,3,13.3,7,110,Green Plan,
nf57546,MT,USA,73,Galaxy,no,no,192,287.3,40.19,24,1,13.8,4,120,Red Plan,
nf80130,CT,USA,56,Galaxy,no,yes,268.5,211.8,39.42,18,2,12.3,3,91,Purple Plan,
nf84347,NH,USA,105,,no,yes,120.8,80,33.59,7,2,15.6,12,86,Purple Plan,
nf94600,AZ,USA,108,,no,no,89.7,176.2,22.29,15,1,4.3,4,81,Red Plan,
nf95433,MN,USA,81,Galaxy,yes,yes,271.7,163.7,44.34,14,1,17,6,112,Purple Plan,
ng34612,RI,USA,106,,no,yes,268,248.9,22.02,21,1,11.9,3,90,Purple Plan,
ng44516,RI,USA,102,,no,no,194.7,298,28.66,25,1,9.8,5,117,Purple Plan,
ng59644,CO,USA,108,,no,no,155,162.4,34.77,14,3,13.4,1,110,Purple Plan,
ng71334,CO,USA,70,Galaxy,no,no,225.8,252.7,35.9,21,0,12.3,3,122,Purple Plan,
ng73388,ND,USA,90,Galaxy,yes,no,143.6,230.1,43.66,20,3,9.1,10,104,Purple Plan,
ng80198,PA,USA,87,iPhone,no,no,192.4,161.7,28.59,14,3,10.1,3,92,Blue Plan,
ng88555,IN,USA,120,,no,no,145.2,225.8,23.43,19,1,10.2,6,110,Red Plan,
nh16949,MN,USA,68,Galaxy,no,no,247.2,179.3,9.18,15,1,10.2,8,96,Purple Plan,
nh20674,ID,USA,96,,no,yes,273,211.9,39.51,18,3,5,5,118,Purple Plan,
nh26761,AL,USA,114,,no,no,173.4,232.8,33.08,20,3,3.8,2,106,Purple Plan,
nh60291,OR,USA,143,,no,no,175.1,210.1,27.17,18,2,13.1,7,93,Purple Plan,
nh63159,TX,USA,101,,no,no,209.2,170.2,42.84,14,0,5.7,5,105,Purple Plan,
nh86147,AL,USA,88,Galaxy,no,no,255.2,132.4,35.29,11,0,14.1,5,63,Purple Plan,
nh94028,NY,USA,110,,no,no,178.5,181.2,33.22,15,0,8.9,4,109,Green Plan,
nh96402,WA,USA,94,,no,no,230.8,215.6,12.04,18,6,9.5,1,102,Red Plan,
ni11956,FL,USA,63,Galaxy,no,no,243.1,105.7,18.19,9,4,12.8,3,67,Red Plan,
ni20106,DC,USA,110,,no,no,249.2,220.6,27.44,19,0,5.1,2,125,Green Plan,
ni55607,MN,USA,147,,no,no,289.5,161.8,29.85,14,0,9.3,4,118,Purple Plan,
ni58443,NC,USA,118,,no,no,174.2,203.2,47.52,17,2,10.7,4,113,Purple Plan,
ni65667,ME,USA,80,iPhone,no,no,258.3,142.7,21.98,12,3,12.3,4,101,Green Plan,
ni82573,WA,USA,93,,no,no,84.8,282.8,32.49,24,2,12,4,56,Green Plan,
ni92337,OK,USA,86,Galaxy,no,no,215.4,175.9,49.1,15,0,9.5,2,87,Red Plan,
nj22178,TX,USA,97,,no,yes,116.1,239.1,32.64,20,1,15.1,3,81,Red Plan,
nj25852,UT,USA,84,iPhone,no,no,229.8,216.2,26.27,18,1,13.7,3,91,Purple Plan,
nj39237,WV,USA,107,,no,yes,225.6,127.8,15.76,11,3,9.9,4,86,Green Plan,
nj52620,SC,USA,107,,no,no,202.3,166.5,18.75,14,0,9.5,5,93,Blue Plan,
nj52954,IA,USA,114,,no,yes,160.2,252.2,27.4,21,4,4.4,8,83,Blue Plan,
nj58185,TN,USA,92,,no,no,195.1,173,9.32,15,1,7.5,3,103,Red Plan,
nj70754,DE,USA,102,,no,no,111.7,264.7,41.79,23,0,11.2,7,90,Blue Plan,
nk17720,NV,USA,114,,no,yes,136.3,129.3,32.69,11,1,6.3,12,114,Purple Plan,
nk26580,ID,USA,88,iPhone,no,no,261.6,155.6,16.52,13,0,12.4,5,85,Purple Plan,
nk54995,CO,USA,60,Galaxy,no,no,220.1,217.4,32.1,18,4,8.2,7,64,Purple Plan,
nk65015,OH,USA,78,iPhone,no,no,211.7,207.5,38.74,18,1,12.1,5,115,Purple Plan,
nk67398,WA,USA,105,,no,yes,227.1,201.3,15.37,17,0,13.1,4,109,Green Plan,
nk72341,ND,USA,83,iPhone,no,no,169,256.2,41.89,22,0,3.8,4,101,Purple Plan,
nk80848,VT,USA,64,iPhone,no,no,244.4,136.7,33.61,12,4,13.2,5,126,Purple Plan,
nk99436,MO,USA,122,,no,no,288,329.8,26.18,28,3,5.6,2,88,Green Plan,
nl13178,AZ,USA,125,,no,no,211.4,169.6,10.01,14,1,9.4,3,59,Blue Plan,
nl23271,VA,USA,105,,no,yes,207.2,244.4,34.03,21,3,11.6,4,88,Purple Plan,
nl81091,VT,USA,96,,no,no,285.4,234.7,28.83,20,0,11.2,4,112,Blue Plan,
nl99945,OH,USA,91,iPhone,no,yes,169.6,241.4,34.43,21,1,7.8,2,108,Blue Plan,
nm12712,WI,USA,78,Galaxy,no,no,166.2,205.7,39.03,17,0,10.8,2,108,Purple Plan,
nm54329,CT,USA,105,,no,no,136,207.2,16.22,18,1,5.6,5,101,Green Plan,
nm83713,OH,USA,94,,no,no,127.1,240.9,23.73,20,2,8.8,4,112,Purple Plan,
nn12153,SC,USA,138,,no,no,193,214.1,35.22,18,1,11.9,4,83,Blue Plan,
nn17892,GA,USA,105,,no,yes,160.5,270.4,20.57,23,2,7.7,4,100,Blue Plan,
nn36945,NJ,USA,107,,no,no,249.9,128.9,40.77,11,1,11.3,5,121,Purple Plan,
nn43488,OR,USA,122,,no,no,140.3,164.5,35.05,14,3,12.6,7,94,Purple Plan,
nn65739,NM,USA,80,Galaxy,no,no,149.5,259,25.28,22,2,12.7,6,94,Purple Plan,
nn86318,ND,USA,54,iPhone,yes,yes,234.3,215,21.71,18,2,5.8,4,105,Blue Plan,
no11555,RI,USA,83,Galaxy,no,no,206.2,199.6,15.86,17,0,6.5,4,114,Blue Plan,
no25026,GA,USA,110,,no,yes,262.7,228.1,30.91,19,2,9.2,4,123,Green Plan,
no58776,GA,USA,77,Galaxy,no,no,142.6,138.3,28.88,12,1,8.5,7,155,Purple Plan,
no85698,KS,USA,84,Galaxy,no,no,232.6,195.7,40.68,17,1,10.9,3,85,Purple Plan,
no98488,KY,USA,77,iPhone,no,no,264.7,131.2,22.19,11,0,13,6,117,Green Plan,
np15717,WA,USA,69,Galaxy,no,no,136,230,45.99,20,1,9.6,5,112,Red Plan,
np22149,KY,USA,114,,yes,no,236.7,215.6,30.21,18,1,10.5,5,110,Purple Plan,
np51110,MA,USA,88,Galaxy,no,yes,233,209.6,40.46,18,2,10,5,84,Purple Plan,
np60741,VA,USA,79,Galaxy,no,no,177.5,158,24.19,13,2,6,11,113,Purple Plan,
np71193,AL,USA,80,iPhone,no,no,166.1,281.2,45.03,24,1,8.4,4,66,Red Plan,
np82653,TX,USA,116,,no,no,179.1,236,23.51,20,3,9.6,4,138,Purple Plan,
np86250,MN,USA,97,,no,yes,254.6,188.2,38.23,16,0,12.1,2,84,Green Plan,
np90973,MD,USA,71,Galaxy,no,no,148.6,126.4,33.25,11,1,14.2,4,74,Purple Plan,
np99525,MO,USA,129,,no,no,306.3,224.6,30.24,19,2,10.8,6,87,Red Plan,
nq28223,ME,USA,106,,no,no,212.2,175.2,39.58,15,2,12.5,7,97,Green Plan,
nq37548,LA,USA,120,,no,no,214.3,230.7,24.36,20,4,7.8,2,111,Red Plan,
nq52388,NJ,USA,95,,no,no,219.8,150.1,36.06,13,3,7.7,2,88,Purple Plan,
nq65892,PA,USA,101,,no,yes,203.2,203.8,49.08,17,0,8.6,3,102,Green Plan,
nq79061,NH,USA,102,,no,no,210.2,298,26.3,25,0,11.1,3,108,Purple Plan,
nr15320,MT,USA,97,,no,no,109.9,221.1,42.96,19,2,12.4,4,121,Blue Plan,
nr32174,AK,USA,91,iPhone,no,yes,228.1,159.4,25.5,14,1,8.5,3,75,Purple Plan,
nr33278,IL,USA,95,,no,no,271.9,200.9,32.62,17,1,18.2,3,101,Purple Plan,
nr47769,ID,USA,79,iPhone,no,no,220.9,136.9,40.07,12,1,13.3,10,85,Purple Plan,
nr88899,UT,USA,118,,no,no,180.5,224,31.37,19,1,11.6,3,95,Green Plan,
ns18633,WV,USA,96,,no,no,180.1,244,27.59,21,2,9.1,4,122,Green Plan,
ns40242,MS,USA,84,iPhone,no,yes,192.5,209.6,21.47,18,1,10.6,2,102,Purple Plan,
ns63842,NC,USA,100,,no,no,241.5,230.4,54.79,20,2,7.8,5,135,Purple Plan,
ns70138,MN,USA,123,,no,yes,194.3,165.2,44.57,14,0,10.6,5,82,Blue Plan,
ns70949,NM,USA,96,,no,no,138.4,139.1,28.48,12,1,13,1,104,Purple Plan,
nt14688,ND,USA,76,Galaxy,yes,yes,271.3,264.2,40.31,22,1,7.9,3,125,Purple Plan,
nt22522,LA,USA,116,,no,no,265.9,292.1,30.38,25,0,9.8,4,138,Purple Plan,
nt29618,NY,USA,77,Galaxy,no,no,228.6,207.3,36.86,18,1,5.6,2,117,Green Plan,
nt33443,UT,USA,128,,no,no,136.6,220.6,44.51,19,1,9.6,5,104,Blue Plan,
nt34259,LA,USA,67,iPhone,no,no,192,222.2,36.75,19,2,3.1,1,133,Purple Plan,
nt39922,DC,USA,105,,yes,no,258.2,211.5,38.66,18,0,11.9,3,120,Purple Plan,
nt93051,ME,USA,93,,yes,yes,192.2,236.7,37.13,20,0,13.2,3,132,Purple Plan,
nu20975,MO,USA,100,,no,no,196.2,211.2,35.05,18,1,10.2,6,118,Green Plan,
nu59738,MS,USA,93,,no,no,213.5,147.6,16,13,0,10.1,2,80,Green Plan,
nu68957,IN,USA,131,,no,no,292.8,179.2,31.14,15,2,9.9,5,73,Purple Plan,
nu80105,MN,USA,76,iPhone,no,yes,205.1,112.7,37.15,10,1,7.3,4,94,Blue Plan,
nv64021,TX,USA,110,,no,no,190.5,128.7,34.58,11,1,11,4,97,Purple Plan,
nv88871,NJ,USA,105,,no,yes,186.3,225.5,42.02,19,2,6.1,5,133,Purple Plan,
nv97854,NJ,USA,72,iPhone,no,no,246.2,247.5,22.46,21,3,6.9,6,107,Purple Plan,
nw12797,IL,USA,141,,yes,no,152.4,265.3,40.26,23,1,9.5,2,101,Blue Plan,
nw27181,NV,USA,95,,no,yes,162.4,274.9,25.84,23,2,10,1,73,Purple Plan,
nw58572,NH,USA,116,,no,no,240.6,192.4,27.59,16,2,10.1,3,86,Purple Plan,
nx15318,ME,USA,76,iPhone,no,no,123,189,35.87,16,3,4.7,4,100,Purple Plan,
nx18224,AZ,USA,100,,no,no,178.1,227.1,21.88,19,2,9.2,4,67,Purple Plan,
nx59372,VA,USA,120,,no,no,208.5,198.5,28.1,17,1,9.8,3,106,Purple Plan,
nx76739,TN,USA,75,Galaxy,no,no,252.7,147.9,27.97,13,0,11.2,2,118,Green Plan,
nx79909,VA,USA,110,,no,no,253.5,241.5,36.91,21,0,12,6,111,Green Plan,
ny22459,TN,USA,70,iPhone,no,no,259.9,216.7,33.2,18,3,12.5,4,108,Blue Plan,
ny34644,IN,USA,87,iPhone,no,no,158.5,281.1,35.14,24,3,11,5,83,Purple Plan,
ny40975,FL,USA,86,iPhone,yes,no,204.2,229.7,19.75,20,3,10.1,3,127,Blue Plan,
ny56866,NY,USA,123,,no,no,246.4,112.3,26.21,10,4,15.4,4,86,Red Plan,
ny61488,NV,USA,111,,no,no,175.8,156.9,32.71,13,0,11,6,87,Blue Plan,
nz15681,NE,USA,109,,no,no,82.4,255.1,27.03,22,0,10.1,4,142,Green Plan,
nz22296,WI,USA,67,iPhone,no,no,265.3,225.8,26.18,19,1,3.5,3,118,Blue Plan,
nz51354,NY,USA,109,,no,no,212.3,169.9,40.22,14,1,11.1,2,107,Red Plan,
nz57181,IL,USA,73,iPhone,no,no,146.4,202.8,33.69,17,1,5.1,5,115,Purple Plan,
nz82931,MA,USA,123,,no,no,241.4,276.3,25.47,23,2,10.9,7,75,Red Plan,
oa20236,MT,USA,101,,no,no,172.7,147.7,32.27,13,1,10.6,5,80,Purple Plan,
ob60440,MT,USA,97,,no,no,188.2,174,29.29,15,2,13,4,108,Green Plan,
ob73809,UT,USA,108,,no,no,184.6,243.3,19.69,21,1,13.1,5,111,Purple Plan,
ob85572,NC,USA,115,,no,no,258.5,179.6,32.39,15,3,10.1,5,130,Purple Plan,
ob87723,VT,USA,126,,no,no,78.1,130.1,33.51,11,3,7.4,4,76,Blue Plan,
oc23002,FL,USA,111,,no,no,168.5,167.7,30.84,14,3,11.3,3,92,Blue Plan,
oc30883,MN,USA,93,,yes,no,129.3,206.4,21.28,18,0,8.3,8,119,Purple Plan,
oc98825,KY,USA,98,,no,yes,184.7,166.2,19.62,14,2,15.2,6,83,Purple Plan,
oc99571,MT,USA,60,Galaxy,no,yes,210.6,233.2,23.1,20,1,9.4,4,78,Purple Plan,
od84083,AK,USA,74,iPhone,no,no,150.5,190.6,14.14,16,1,10.7,7,104,Green Plan,
od96139,MS,USA,111,,no,no,205.6,236.2,28.31,20,1,15.6,2,98,Green Plan,
oe20212,FL,USA,89,iPhone,yes,no,235.2,264.4,8.11,22,0,13.2,3,95,Blue Plan,
oe25259,VA,USA,121,,no,no,208.2,212.9,28.53,18,5,13,3,123,Green Plan,
oe30196,NE,USA,56,Galaxy,no,no,163.3,56,26.52,5,0,8.9,8,116,Blue Plan,
oe47551,PA,USA,88,Galaxy,no,no,185.4,264.6,24.55,22,1,9.9,3,105,Purple Plan,
oe71308,AK,USA,67,Galaxy,no,no,175.5,199.2,38.27,17,0,14.6,2,127,Purple Plan,
oe71485,WV,USA,67,Galaxy,no,no,159,180.2,46.78,15,1,7.9,2,108,Purple Plan,
oe89290,RI,USA,97,,no,no,259.7,196.8,39.97,17,3,7,7,104,Blue Plan,
oe99165,UT,USA,103,,no,no,230,259.6,26.84,22,0,14,2,90,Purple Plan,
of50434,TN,USA,96,,yes,no,180.8,244.9,27.37,21,1,7.7,6,82,Blue Plan,
of56382,PA,USA,101,,no,no,229.1,256.5,44.22,22,1,10,2,68,Blue Plan,
of75134,TX,USA,100,,no,yes,209.5,261.3,32.44,22,0,8.9,6,93,Blue Plan,
of85840,WV,USA,142,,no,no,213.2,123.5,30.12,11,1,8.4,6,88,Blue Plan,
of96549,WA,USA,107,,no,no,203.3,271.7,35.99,23,0,7.4,7,77,Purple Plan,
og56039,MN,USA,106,,no,no,193.6,211.3,22.85,18,5,10.2,2,98,Red Plan,
og68628,UT,USA,102,,no,yes,118.5,222.1,37.38,19,1,10,4,77,Purple Plan,
og70271,NM,USA,70,iPhone,no,no,168.6,251.8,40.77,21,1,10.9,10,99,Purple Plan,
og76998,IN,USA,85,iPhone,no,no,204.3,140.9,39.92,12,1,9.5,5,91,Purple Plan,
og99101,NJ,USA,93,,no,no,157.8,223,39.25,19,3,9.7,2,78,Purple Plan,
oh14172,OK,USA,125,,no,no,163.1,167.8,8.06,14,2,10.5,8,90,Purple Plan,
oh26461,VA,USA,120,,yes,no,284.6,207,42.89,18,3,12,5,112,Red Plan,
oh37025,ID,USA,133,,no,no,199.3,157.3,21.22,13,2,8.6,4,143,Blue Plan,
oh37360,LA,USA,92,,no,no,244.7,149.4,37.26,13,0,6.1,5,125,Purple Plan,
oh71102,KY,USA,107,,no,yes,220,163,24.04,14,2,5.6,3,105,Green Plan,
oh71939,MN,USA,81,Galaxy,no,yes,210.7,216.5,45,18,0,10.4,7,110,Purple Plan,
oh86195,UT,USA,92,,no,yes,166.7,169.3,14.82,14,6,10.9,5,110,Purple Plan,
oi15022,AR,USA,90,iPhone,no,yes,224.7,263.5,18.9,22,6,9,6,98,Green Plan,
oi26961,OK,USA,112,,no,yes,213.7,133,41.46,11,2,13.4,11,106,Purple Plan,
oi42157,RI,USA,108,,no,no,148.6,171.4,42.65,15,2,9.6,6,100,Purple Plan,
oi83333,ND,USA,100,,no,yes,253.4,194,30.11,16,1,5.2,5,85,Red Plan,
oi87490,CT,USA,130,,no,no,224,137.8,19.55,12,3,7.3,4,83,Purple Plan,
oj11831,DE,USA,97,,no,yes,164.3,189.2,30.58,16,3,12.8,7,89,Purple Plan,
oj29532,ND,USA,106,,no,yes,213.4,149.8,27.05,13,1,13,18,101,Green Plan,
oj58100,NE,USA,96,,no,yes,163.7,80.6,23.51,7,0,8.3,8,79,Purple Plan,
oj86204,MI,USA,122,,no,no,194.5,128,35.09,11,2,8.8,5,102,Purple Plan,
oj96172,TX,USA,110,,no,no,176.1,133.4,26.35,11,4,7,4,104,Red Plan,
ok32647,AL,USA,100,,no,no,148.8,230.1,27.52,20,3,10.2,11,138,Purple Plan,
ok33272,UT,USA,92,,no,no,264.2,163.7,16.24,14,2,6.6,6,63,Green Plan,
ok38639,CT,USA,82,iPhone,no,no,72.2,167.1,51.29,14,1,10.5,6,118,Purple Plan,
ok45657,SC,USA,97,,no,no,306.2,214.6,45.22,18,2,14.2,2,94,Green Plan,
ok51162,OR,USA,77,iPhone,no,no,219.4,124,28.82,11,0,10,3,87,Purple Plan,
ok55731,TX,USA,92,,no,no,148.7,159.6,15.78,14,1,8.8,5,87,Purple Plan,
ok79876,CA,USA,110,,yes,no,203.8,206.7,31.11,18,1,11.1,6,93,Blue Plan,
ok89947,IA,USA,91,iPhone,no,no,163,120.4,27.17,10,2,10.6,3,86,Purple Plan,
ok94267,WI,USA,121,,no,no,364.3,142.3,40.78,12,1,9.3,5,51,Purple Plan,
ol20569,ID,USA,106,,no,no,224.6,292.7,33.12,25,0,5.5,3,103,Red Plan,
om28383,FL,USA,112,,no,no,253.6,238.7,35.82,20,3,9.2,5,73,Purple Plan,
om65311,MT,USA,87,iPhone,no,no,193.5,166.4,22.76,14,1,15.4,3,110,Purple Plan,
on19924,FL,USA,93,,no,no,145.7,265.7,26.4,23,0,12.4,4,95,Purple Plan,
on25882,AL,USA,105,,no,no,158.6,299.9,37.21,25,2,11.3,4,87,Red Plan,
on42536,CA,USA,123,,no,no,221,224.2,26.5,19,2,8.6,8,112,Blue Plan,
on43920,MO,USA,100,,no,yes,65.7,221.8,33.85,19,1,4.2,1,103,Purple Plan,
on56003,TN,USA,125,,no,no,272.8,173.2,30.57,15,0,10.9,4,86,Purple Plan,
on67232,AZ,USA,101,,no,yes,167.6,211.9,22.81,18,1,8.2,5,145,Purple Plan,
on67407,NJ,USA,122,,no,no,197.3,283.1,34.65,24,0,12.5,3,76,Blue Plan,
on83188,DE,USA,133,,no,no,242.2,134.6,31.79,11,2,7.4,5,74,Purple Plan,
on90109,DC,USA,61,Galaxy,no,no,109.6,194.9,24.46,17,1,11.1,2,105,Purple Plan,
on93730,HI,USA,99,,no,yes,208,165.6,33.64,14,0,10.1,9,100,Purple Plan,
oo19493,KY,USA,99,,no,yes,299.6,193.5,46.7,16,3,10.8,3,118,Green Plan,
oo68093,CO,USA,107,,no,no,143.9,323.2,21.59,27,1,7.5,2,75,Green Plan,
oo69502,NM,USA,113,,yes,no,111,164.7,31.25,14,1,10.1,4,110,Purple Plan,
oo89089,NJ,USA,120,,no,no,167,301,45.68,26,2,5.8,1,147,Blue Plan,
oo91302,CO,USA,93,,no,no,228.7,214.7,37.03,18,0,11.3,7,95,Purple Plan,
op12075,UT,USA,108,,no,no,184,220.2,10.74,19,0,5.1,3,88,Purple Plan,
op16103,NE,USA,80,iPhone,no,yes,381.9,274.8,27.8,23,2,7.5,5,136,Blue Plan,
op89685,DC,USA,92,,no,no,214.8,217,35.87,18,3,9.8,7,102,Purple Plan,
oq15232,WY,USA,104,,no,no,203.2,234.4,32.78,20,3,13,3,96,Green Plan,
oq15320,VT,USA,117,,no,yes,192.7,115,37.18,10,2,9.4,5,61,Purple Plan,
oq24532,SC,USA,132,,no,yes,149.9,276.8,25.13,24,0,10.2,6,94,Blue Plan,
oq26072,KS,USA,108,,no,no,129.7,102.4,44.29,9,1,9.8,5,110,Red Plan,
oq37142,UT,USA,90,Galaxy,no,no,205,207.8,45.27,18,2,14,2,117,Red Plan,
oq70331,IN,USA,117,,no,yes,157.8,249.5,31.45,21,0,7.4,7,141,Green Plan,
oq86231,MT,USA,111,,no,yes,264,312.6,31.31,27,1,12.2,4,89,Purple Plan,
or30592,MI,USA,88,Galaxy,no,no,128.9,141,40.8,12,1,7.1,9,117,Green Plan,
or43984,KS,USA,104,,no,no,257.6,193.8,45.76,16,3,8.9,2,144,Red Plan,
or58209,AL,USA,128,,no,no,266.3,123.9,28.71,11,2,2.9,7,99,Blue Plan,
or88226,SC,USA,109,,no,no,120.4,144.2,27.35,12,1,12.9,12,152,Purple Plan,
or95770,MS,USA,108,,no,yes,204,224.3,43.72,19,1,12.6,4,122,Purple Plan,
os39578,UT,USA,112,,no,no,199.5,155.1,46.19,13,3,6.6,4,96,Purple Plan,
os80369,WI,USA,79,iPhone,no,no,172.1,246.2,22.03,21,3,9.4,10,99,Green Plan,
os81423,HI,USA,106,,no,yes,175.4,223.5,24.4,19,0,11.2,5,147,Green Plan,
ot55311,WY,USA,76,Galaxy,no,no,251.6,232.4,35.05,20,1,13.6,2,76,Purple Plan,
ot59263,VA,USA,127,,no,no,227.4,153.1,37.77,13,1,12.9,4,125,Purple Plan,
ot59765,PA,USA,74,Galaxy,no,yes,174.3,123.9,25.4,11,1,10.1,6,72,Green Plan,
ot88648,RI,USA,51,Galaxy,no,no,202,219.8,18.87,19,1,4.4,14,84,Purple Plan,
ov47560,MS,USA,102,,no,no,223.5,168.7,38.88,14,1,11.8,4,99,Purple Plan,
ov78467,MA,USA,103,,yes,yes,184,160.1,25.02,14,0,7.7,2,96,Red Plan,
ow61029,AR,USA,102,,no,no,200.7,164.7,9.4,14,1,10.2,5,124,Purple Plan,
ow68671,WV,USA,128,,yes,yes,213.6,285.6,24.96,24,1,4.3,2,96,Red Plan,
ow69982,VT,USA,47,iPhone,no,no,200.5,195.5,41.91,17,1,11.7,4,84,Purple Plan,
ow90875,OK,USA,95,,no,no,312.1,260.9,51.66,22,1,5.3,3,114,Blue Plan,
ox25503,MO,USA,100,,no,no,248.1,118.5,32.13,10,0,17.1,6,99,Purple Plan,
ox43276,WI,USA,104,,no,no,311.1,174.5,22.78,15,3,7.3,3,94,Purple Plan,
